traveler,partNo,pot,forecastPieces,receivedPieces,receivedBoxQty,receivedWeight,receiveDate,receivedBy,note,createdAt
713962,06101831-A,1394,38297,38297,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713963,06101831-A,902,38949,38949,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713970,11548414,789,16620,16620,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713971,11548414,166,17597,17597,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713972,11548414,1643,18140,18140,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713973,11548414,297,15860,15860,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713974,11548414,1666,17814,17814,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713975,11548414,170,16217,16217,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713976,11548414,1398,16217,16217,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713977,11548414,607,17783,17783,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713978,11548414,760,15040,15040,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713979,11548414,412,18961,18961,,,2026-07-22,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713982,06101447-A,246,104831,104831,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713983,06101447-A,961,105955,105955,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713984,06512834AA,255,7767,7767,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713985,06512834AA,1433,9200,9200,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713986,06502979-A,342,20909,20909,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713987,06502979-A,674,20328,20328,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713988,06502979-A,1633,18813,18813,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713989,06502979-A,675,22273,22273,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713990,06503825-A,680,79538,79538,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713991,06503825-A,319,79462,79462,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713993,06503825-A,731,73692,73692,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713994,06503825-A,565,63538,63538,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
713995,06503825-A,1331,51385,51385,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714000,06508711AA,496,19981,19981,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714003,55364498AA,651,24702,24702,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714005,F1302AB,1055,26667,26667,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714006,F1302AB,934,26990,26990,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714007,F1302AB,312,26699,26699,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714009,F1302AB,1618,29515,29515,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714010,06105051AA,84,16581,16581,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714011,06105051AA,1110,15491,15491,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714012,06514720AA,436,44027,44027,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714013,06514720AA,673,39199,39199,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714014,06514720AA,1594,39050,39050,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714015,06514720AA,1562,41448,41448,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714016,11609746,739,65284,65284,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714017,11516076,584,65284,65284,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714018,91054,244,78165,78165,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714019,91054,309,66203,66203,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714020,91054,1378,74114,74114,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714021,91054,569,72215,72215,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714022,11546366-MY-AK,213,42996,42996,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714023,11546366-MY-AK,92,37617,37617,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714024,11546366-MY-AK,554,42708,42708,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714025,11546366-MY-AK,705,38014,38014,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714028,11546378-MY-AK,875,46398,46398,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714029,11546378-MY-AK,1656,39540,39540,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714046,W711953-S900,1640,68896,68896,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714047,W711953-S900,1410,53182,53182,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714048,W711953-S900,132,67208,67208,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714049,W711953-S900,261,55390,55390,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714052,06512313AA,1547,111591,111591,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714054,W715851-S450B,236,48312,48312,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714056,11612078-B,332,70000,70000,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714057,11612078-B,1448,70000,70000,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714058,11612078-B,226,82000,82000,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714061,11612078,751,76000,76000,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714062,11612078-B,806,75000,75000,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714068,11516782,445,16181,16181,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714072,W705606-S440,KIB,35000,35000,,,2026-07-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714073,W705606-S440,KIB,35000,35000,,,2026-07-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714074,F1302AB,932,30227,30227,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714076,40110160,1444,6868,6868,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714077,40110160,254,7402,7402,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714078,40110160,1039,4104,4104,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714080,L0668498AA02,85,119670,119670,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714081,L0668498AA02,1363,116923,116923,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714082,W520111-S440,101,143855,143855,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714083,W520111-S440,1049,106145,106145,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714084,W711468-S437,378,53179,53179,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714085,W711468-S437,620,45260,45260,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714086,W711468-S437,679,44104,44104,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714087,W711468-S437,631,57225,57225,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714093,P3001150,1743,51351,51351,,,2026-07-23,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714106,11546367-MY-AK,167,25161,25161,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714107,11546367-MY-AK,465,24280,24280,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714108,11546367-MY-AK,215,24215,24215,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714109,11546367-MY-AK,245,25527,25527,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714110,11546367-MY-AK,1566,25419,25419,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714111,11546367-MY-AK,581,25204,25204,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714112,11546367-MY-AK,117,25935,25935,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714113,11546367-MY-AK,1374,23677,23677,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714114,11546367-MY-AK,186,26452,26452,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714115,11546367-MY-AK,938,22903,22903,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714116,11546367-MY-AK,814,26151,26151,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714117,11546367-MY-AK,759,23484,23484,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714132,NU5108-00,490,68000,68000,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714133,NU5108-00,305,67000,67000,,,2026-07-30,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714135,11547369,911,10934,10934,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714140,11546437-MY-AK,1762,85769,85769,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714141,11546437-MY-AK,635,88308,88308,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714142,11546437-MY-AK,1591,89769,89769,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714143,11546437-MY-AK,1390,81231,81231,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714144,11546437-MY-AK,1446,83846,83846,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714145,11546437-MY-AK,1611,77923,77923,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714146,11546437-MY-AK,257,86500,86500,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714147,11546437-MY-AK,71,87560,87560,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714148,11546437-MY-AK,1786,87000,87000,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714149,11546437-MY-AK,738,85000,85000,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714150,11546437-MY-AK,711,87000,87000,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714151,11546437-MY-AK,576,84000,84000,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714152,06511847AA,1305,24987,24987,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714153,06511847AA,878,26324,26324,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714154,06511847AA,1409,25707,25707,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714155,06511847AA,1794,25656,25656,,,2026-07-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714162,06513514AA,930,7670,7670,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714164,06513555AA,100,11652,11652,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714165,06513555AA,326,11858,11858,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714166,06104384AA,702,24868,24868,,,2026-07-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714168,11610091-MY-AK,747,81169,81169,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714169,11610091-MY-AK,755,69351,69351,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714170,11610091-MY-AK,274,77013,77013,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714171,11610091-MY-AK,1781,76364,76364,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714188,11546367-MY-AK,980,25075,25075,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714189,11546367-MY-AK,121,24172,24172,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
